player_id,player_name
678545,"Basabe, Osleivis"
641531,"Dozier, Hunter"
677587,"Rocchio, Brayan"
678554,"Mead, Curtis"
694497,"Carter, Evan"
664058,"Fletcher, David"
609280,"Andujar, Miguel"
600301,"Motter, Taylor"
666163,"Rortvedt, Ben"
545350,"Marisnick, Jake"
640449,"Frazier, Clint"
605361,"Martini, Nick"
641525,"Dixon, Brandon"
656541,"Hilliard, Sam"
592656,"Ramos, Henry"
669392,"Taylor, Samad"
624503,"Gordon, Nick"
664954,"Sullivan, Brett"
660644,"Bruján, Vidal"
664029,"Mathias, Mark"
670712,"Brosseau, Mike"
669364,"Edwards, Xavier"
621433,"Phillips, Brett"
669224,"Wells, Austin"
664314,"Florial, Estevan"
614177,"Reyes, Franmil"
696100,"Goodman, Hunter"
613564,"Vosler, Jason"
543543,"Miller, Brad"
687093,"Grissom, Vaughn"
669003,"Mitchell, Garrett"
572228,"Voit, Luke"
686676,"Lee, Korey"
664901,"Mendick, Danny"
602074,"Daza, Yonathan"
593643,"Alberto, Hanser"
660620,"Araúz, Jonathan"
685133,"Meckler, Wade"
660766,"Yepez, Juan"
607461,"Beaty, Matt"
573131,"Ruf, Darin"
667472,"Myers, Dane"
666176,"Adell, Jo"
683021,"Stefanic, Michael"
679845,"Loftin, Nick"
614173,"Cordero, Franchy"
671218,"Ramos, Heliot"
666211,"Trammell, Taylor"
641796,"Locastro, Tim"
571875,"Lamb, Jake"
641786,"Lewis, Kyle"
666915,"Dalbec, Bobby"
488726,"Brantley, Michael"
669352,"Thompson, Bubba"
665877,"Fermín, José"
663550,"Cabbage, Trey"
679631,"Vavra, Terrin"
681987,"Eaton, Nate"
506702,"León, Sandy"
642180,"Wade, Tyler"
669742,"Hall, Darick"
671056,"Herrera, Iván"
621512,"Nido, Tomás"
642137,"Thomas, Cody"
656024,"Pérez, Carlos"
656537,"Hill, Derek"
677347,"Paris, Kyren"
682617,"Luciano, Marco"
623168,"Heineman, Tyler"
669369,"Johnson, Bryce"
595751,"Alfaro, Jorge"
686759,"Hopkins, TJ"
676724,"Young, Jared"
679881,"Martínez, J.P."
687462,"Horwitz, Spencer"
676356,"DeLuca, Jonny"
666197,"Kessinger, Grae"
686531,"Lipcius, Andre"
656248,"Bouchard, Sean"
665833,"Cruz, Oneil"
666152,"Hamilton, David"
675986,"Smith-Njigba, Canaan"
669087,"Huff, Sam"
677588,"Tena, José"
666703,"Rosario, Eguy"
676391,"Clement, Ernie"
621458,"Ríos, Edwin"
680814,"Burdick, Peyton"
666149,"Fitzgerald, Tyler"
682515,"Porter, Logan"
663796,"Montes, Coco"
677941,"Adams, Jordyn"
663905,"Blankenhorn, Travis"
666164,"Rutherford, Blake"
686452,"Millas, Drew"
691783,"Lawlar, Jordan"
691406,"Caminero, Junior"
656514,"Haseley, Adam"
656403,"Ellis, Drew"
620443,"Torrens, Luis"
677008,"Kjerstad, Heston"
664247,"Garlick, Kyle"
671083,"Kennedy, Buddy"
691176,"Domínguez, Jasson"
669065,"Stowers, Kyle"
676632,"Madris, Bligh"
664057,"Stevenson, Andrew"
669450,"Hummel, Cooper"
656495,"Guthrie, Dalton"
687401,"Ortiz, Joey"
664770,"Lukes, Nathan"
640458,"Mercado, Óscar"
660634,"Hernández, Yonny"
656185,"Allen, Greg"
600303,"La Stella, Tommy"
642215,"Wilson, Weston"
572008,"Owings, Chris"
623507,"Lester, Josh"
656371,"Díaz, Isan"
681962,"Capra, Vinny"
663967,"Salazar, César"
622666,"Camargo, Johan"
640457,"Meadows, Austin"
578570,"Querecuto, Juniel"
661531,"Serven, Brian"
547379,"Pérez, Roberto"
657247,"O'Keefe, Brian"
691718,"Crow-Armstrong, Pete"
668952,"Kreidler, Ryan"
657088,"Wall, Forrest"
642201,"White, Eli"
647351,"Toro, Abraham"
501659,"Almonte, Abraham"
663897,"Williams, Luke"
670869,"Soto, Livan"
644433,"Tromp, Chadwick"
672744,"Canario, Alexander"
670276,"Stevenson, Cal"
501303,"Adrianza, Ehire"
676761,"Lopez, Irving"
663330,"Jones, Jahmai"
592325,"Gamel, Ben"
444489,"Piña, Manny"
670128,"Kohlwey, Taylor"
669023,"Downs, Jeter"
621532,"Bemboom, Anthony"
657061,"Tucker, Cole"
571980,"Naquin, Tyler"
680418,"Cropley, Tyler"
605421,"Pérez, Michael"
680716,"Ornelas, Jonathan"
621311,"Dahl, David"
672279,"Siani, Michael"
641553,"Engel, Adam"
676070,"Amaya, Jacob"
643348,"Hamilton, Caleb"
641470,"Collins, Zack"
543482,"Maggi, Drew"
686490,"Eden, Cam"
656821,"Padlo, Kevin"
676625,"Bannon, Rylan"
668751,"Mitchell, Cal"
656484,"Gray, Tristan"
608703,"Reynolds, Matt"
650619,"Viloria, Meibrys"
663731,"Kaiser, Connor"
669699,"Shewmake, Braden"
571740,"Hamilton, Billy"
668663,"Barrera, Tres"
608360,"Okey, Chris"
425794,"Wainwright, Adam"
664670,"Lopez, Alejo"
669200,"McCoy, Mason"
605242,"Fulmer, Michael"
518586,"Culberson, Charlie"
622250,"Sborz, Josh"
571946,"Miller, Shelby"
660636,"Castillo, Diego A."
676882,"Seagle, Chandler"
